date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-23 01:14:18,DondePlowman,,1,5,157,"I had Zoom calls with this year’s Torchbearer recipients, their family, and friends to celebrate this incredible honor since we couldn’t celebrate in person.I am so proud of Natalie Campbell, Nicholas Ross, Taylor Washington, John Calvin Bryant, Emma Heins, and Mustafa Ali-Smith!",,,,1253130040050692096,https://twitter.com/DondePlowman/status/1253130040050692096
2020-04-23 01:07:02,DondePlowman,UTKCoAD,0,0,9,"Congrats. Such creativity and flexibility.",,,,1253128212223270920,https://twitter.com/DondePlowman/status/1253128212223270920
2020-04-23 00:50:01,DondePlowman,cwilliams865,1,3,49,"We have some creative teams trying to stay connected with our amazing students. We will make it to the other side of this. And look forward to being back together again. Go Vols!",,,,1253123930036080641,https://twitter.com/DondePlowman/status/1253123930036080641
2020-04-22 14:48:02,DondePlowman,,1,5,70,"Today is Administrative Professionals Day. I am so grateful for our incredible administrative professionals at Rocky Top who help in countless ways to make things happen for our Volunteer Community! Thank you for all you do! @UTKnoxville",,@UTKnoxville,,1252972436716486656,https://twitter.com/DondePlowman/status/1252972436716486656
2020-04-22 13:29:02,DondePlowman,,1,0,30,"I hosted Office Hours yesterday and spoke with students, parents of students, alumni, and staff. I am so proud and encouraged by how innovative our Vols are being during this time to overcome the challenges before them. Proud to be a Vol! #wereallinthistogether",,,#wereallinthistogether,1252952553756770306,https://twitter.com/DondePlowman/status/1252952553756770306
2020-04-21 17:58:26,DondePlowman,eslangston,0,0,14,"Thanks Erin. Am really proud of the personal attention and nearly 30,000 phone calls that staff and volunteers have made to current students and admitted students.",,,,1252657963573149697,https://twitter.com/DondePlowman/status/1252657963573149697
2020-04-21 13:17:12,DondePlowman,,0,6,26,"Hey Vols! I will be hosting Office Hours this afternoon on Zoom at 3pm EST. I look forward to talking with our students, faculty, and staff! Click on the link for Zoom information and details. https://calendar.utk.edu/event/chancellor_plowman_hosts_virtual_office_hours_6683#.Xp7mPyUpAlQ",,,,1252587190279905282,https://twitter.com/DondePlowman/status/1252587190279905282
2020-04-18 17:49:10,DondePlowman,Vol_Football,1,3,58,"Love this. Cannot wait until we are all back.",,,,1251568468882833413,https://twitter.com/DondePlowman/status/1251568468882833413
2020-04-18 11:55:46,DondePlowman,michaelpcorley,0,0,0,"Thanks very much.",,,,1251479530839199745,https://twitter.com/DondePlowman/status/1251479530839199745
2020-04-18 10:23:23,DondePlowman,UTKSOM,0,3,55,"Our students and the UT School of Music are simply the best. This is wonderful.",,,,1251456283456221185,https://twitter.com/DondePlowman/status/1251456283456221185
2020-04-18 10:22:25,DondePlowman,UT_Admissions,0,2,16,"Great move by our admissions team. There is still time to decide you have always wanted to be a Vol!",,,,1251456041247821825,https://twitter.com/DondePlowman/status/1251456041247821825
2020-04-18 10:21:33,DondePlowman,HeyDrShea,1,0,13,"Shea, we are going to miss the outgoing leaders aren’t we? But they have prepared the way for our next team of SGA leaders who we are excited to have as part of the campus leadership team. Go Vols! #leadershipmatters",,,#leadershipmatters,1251455823307583489,https://twitter.com/DondePlowman/status/1251455823307583489
2020-04-17 23:07:45,DondePlowman,UTKSGA,0,8,74,"Congratulations to Karmen Jones. I look forward to working with you and your team.",,,,1251286252399271936,https://twitter.com/DondePlowman/status/1251286252399271936
2020-04-17 18:17:36,DondePlowman,michaelpcorley,0,0,10,"Thanks Michael. We are all in this together.",,,,1251213234432028672,https://twitter.com/DondePlowman/status/1251213234432028672
2020-04-17 18:07:54,DondePlowman,beckerstacey,0,0,9,"Stacey, thanks very much. Thank you for supporting our campus, especially at this time. Go Vols!",,,,1251210796039888899,https://twitter.com/DondePlowman/status/1251210796039888899
2020-04-17 16:21:04,DondePlowman,UT_Admissions,0,2,12,"This is really important. Deadline extended. There are lots of amazing Tennessee students out there who still have a chance to say YES! Great time to be a VOL!",,,,1251183907187417090,https://twitter.com/DondePlowman/status/1251183907187417090
2020-04-17 16:19:01,DondePlowman,kaitlynmbarrett,0,0,2,"Kaitlyn, thanks for being there today and for being part of the Vol family.",,,,1251183392202334209,https://twitter.com/DondePlowman/status/1251183392202334209
2020-04-17 14:57:37,DondePlowman,,1,3,42,"Today is the last day to vote in SGA elections. You all have done a great job turning out to vote so far, so let’s finish strong! Your voice and your vote are so important here at UT! Go to http://votesga.utk.edu until 5pm today! @UTKSGA",,@UTKSGA,,1251162910023225345,https://twitter.com/DondePlowman/status/1251162910023225345
2020-04-17 00:39:25,DondePlowman,,3,9,112,"As we near the end of the semester, I am thinking of our seniors and graduate students who were looking forward to celebrating their graduation this May. While we are planning a commencement for later this year, we will celebrate our 2020 graduates virtually next month.",,,,1250946936871563264,https://twitter.com/DondePlowman/status/1250946936871563264
2020-04-17 00:23:47,DondePlowman,kcmcreynolds,0,0,8,"Krystal, it is a wonderful opportunity and an honor for Cameron. His leadership was recognized!",,,,1250942999435128837,https://twitter.com/DondePlowman/status/1250942999435128837
2020-04-16 22:12:24,DondePlowman,UTKDailyBeacon,0,1,27,"Great story! First. In.The.Nation",,,,1250909935325581314,https://twitter.com/DondePlowman/status/1250909935325581314
2020-04-16 22:10:21,DondePlowman,BarbaraBay4,3,3,50,"I was an RA. Best experience ever.",,,,1250909423016587264,https://twitter.com/DondePlowman/status/1250909423016587264
2020-04-16 10:55:30,DondePlowman,taylor_totzz,1,0,2,"Happy and sad at the same time. So happy for you and proud of you. Sad for us. Wish we could have kept you. But we want you back in this great state practicing law. Best of Luck!",,,,1250739590488522753,https://twitter.com/DondePlowman/status/1250739590488522753
2020-04-15 23:48:29,DondePlowman,,1,0,39,"Had two great meetings today with leadership teams of College of Law and Herbert College of Agriculture. Each meeting was energizing and inspiring. Great leadership in our colleges. Thanks to everyone for the hard work you are doing. We will get through this, together.",,,,1250571730533449734,https://twitter.com/DondePlowman/status/1250571730533449734
2020-04-15 23:44:08,DondePlowman,deadendbbq,0,0,5,"Miss seeing you. Dinner was delicious!",,,,1250570636453429251,https://twitter.com/DondePlowman/status/1250570636453429251
2020-04-15 22:25:40,DondePlowman,,1,6,109,"Supporting small business is essential in COVID-19. Tonight, I picked up Dead End BBQ for dinner. They have an awesome brisket and potato salad! @deadendbbq",,@deadendbbq,,1250550886847451136,https://twitter.com/DondePlowman/status/1250550886847451136
2020-04-15 22:02:50,DondePlowman,,0,0,28,"A big shout out to my friends at UT Health Science Center and THANK YOU for the nice surprise today of hand sanitizer. Thank you Ken Brown for the supply. I have not been able to find any since this all began. #everywhereUT",,,#everywhereUT,1250545141695332352,https://twitter.com/DondePlowman/status/1250545141695332352
2020-04-15 15:05:02,DondePlowman,UTKSGA,0,1,12,"I am so grateful for the leadership our SGA provides our campus. Vols, your voice and your vote matter. Visit http://votesga.utk.edu to vote in the SGA election TODAY! @UTKnoxville",,@UTKnoxville,,1250439999058661377,https://twitter.com/DondePlowman/status/1250439999058661377
2020-04-14 22:49:27,DondePlowman,KellieHarper,0,0,44,"Hilarious.",,,,1250194484115243014,https://twitter.com/DondePlowman/status/1250194484115243014
2020-04-14 22:43:37,DondePlowman,cgreene12685,3,1,23,"Catherine, connecting with each other helps. I was energized today by our Town Hall meeting this morning with almost 200 UTK leaders participating. We will make it to the other side of this together. Great time to be a VOL!",,,,1250193016226287617,https://twitter.com/DondePlowman/status/1250193016226287617
2020-04-14 11:52:05,DondePlowman,,0,4,30,"Hey Vols! I will be hosting Office Hours today on Zoom at 3pm EST! Please click on the link below for more info. I am looking forward to hearing from our students, faculty, and staff! #AllInThisTogether",,,#AllInThisTogether,1250029055887499264,https://twitter.com/DondePlowman/status/1250029055887499264
2020-04-12 21:02:39,DondePlowman,,3,1,60,"Showing some love for a Soccer Taco on a rainy Easter afternoon. This queso is in honor of ⁦@Nat_J_Campbell⁩, ⁦@UTKSGA⁩, and other students who love to hang out this great local restaurant. Miss you all. We will see the other side of this! Go Vols!",,@Nat_J_Campbell @UTKSGA,,1249442832546516995,https://twitter.com/DondePlowman/status/1249442832546516995
2020-04-12 18:50:03,DondePlowman,iohnsands,0,0,16,"Thanks John. We have an amazing team focused on our students and our community. We will see the other side of this. Go Vols!",,,,1249409460851879937,https://twitter.com/DondePlowman/status/1249409460851879937
2020-04-12 13:23:30,DondePlowman,,2,0,67,"I’ve always found comfort in the hymns I grew up with. Maybe never more than now, this one....",,,,1249327284466716672,https://twitter.com/DondePlowman/status/1249327284466716672
2020-04-12 01:50:10,DondePlowman,Titanmom99,0,0,5,"Thanks Susan. Has he gotten a call yet? We are calling all 29,000 students to check on them.",,,,1249152802842120192,https://twitter.com/DondePlowman/status/1249152802842120192
2020-04-12 01:41:25,DondePlowman,Deddy_Roosevelt,1,0,1,"Nate, great to hear from you. I remember you from Oxford. What a great trip. Best to you!",,,,1249150600006205446,https://twitter.com/DondePlowman/status/1249150600006205446
2020-04-12 00:28:31,DondePlowman,Bagwellsmom,0,0,1,"Great idea. Ah, I miss Easter baskets.",,,,1249132254405758979,https://twitter.com/DondePlowman/status/1249132254405758979
2020-04-11 23:55:21,DondePlowman,,8,3,166,"Was introduced tonight to another classic TN family business- Memphis’ famous Rendezvous. The smoked ribs, a gift from a friend, were amazing. Rendezvous was featured on GMA a few days ago & are currently mostly sold out. Let’s hear it for more of TN’s great small businesses!",,,,1249123906016985090,https://twitter.com/DondePlowman/status/1249123906016985090
2020-04-11 13:12:34,DondePlowman,KC4UTM,2,2,13,"Being still can replenish us. 5 words 5 tags @HeyDrShea @carol_friesen1 @DSMendenhall @ambers_williams @RhondaRevelle",,@HeyDrShea @carol_friesen1 @DSMendenhall @ambers_williams @RhondaRevelle,,1248962145074794497,https://twitter.com/DondePlowman/status/1248962145074794497
2020-04-10 13:57:03,DondePlowman,matthew_west,1,0,8,"Thank you to my friend, @carol_friesen1, who posted this. Listening to music during this difficult time always lifts my spirits. Today this one resonated with me. #AllInThisTogether",,@carol_friesen1,#AllInThisTogether,1248610950195761152,https://twitter.com/DondePlowman/status/1248610950195761152
2020-04-10 12:04:33,DondePlowman,utkfacserv,1,1,46,"Volunteers have always stepped forward to act, to serve, to lead. Thanks for being true Volunteers.",,,,1248582639189135360,https://twitter.com/DondePlowman/status/1248582639189135360
2020-04-09 22:15:19,DondePlowman,KC4UTM,0,0,3,"Happy birthday Phil.",,,,1248373955758440449,https://twitter.com/DondePlowman/status/1248373955758440449
2020-04-09 21:24:47,DondePlowman,UTKnoxville,2,4,52,"Proud of our effort to call all 29,000 students to check up on them. Meet Mikala, one of the students I called. I look forward to meeting her face to face when we are all back together again. Greatest time to be a Vol!",,,,1248361239874592769,https://twitter.com/DondePlowman/status/1248361239874592769
2020-04-09 18:40:25,DondePlowman,,0,3,134,"To our faculty & staff, I know this is hard. Many of you are working while taking care of children. Some of you live alone & feel overwhelmed. In my own down moments a quick phone call to a friend or family member reminds me I am still connected. We will get through this.",,,,1248319873559793668,https://twitter.com/DondePlowman/status/1248319873559793668
2020-04-09 15:23:52,DondePlowman,UTKnoxville,3,2,43,"Big smiles on these students’ faces warmed my heart & brought tears as well.This time is so hard for so many. When alums like singer/songwriter Drew Holcomb pop in to spread cheer, it helps us all. Thanks, Drew, & all our courageous faculty, staff & students. We will make it!",,,,1248270409461567490,https://twitter.com/DondePlowman/status/1248270409461567490
2020-04-08 21:57:01,DondePlowman,TOPH3RR,0,0,10,"Loved having this opportunity. I started my career in student life so I feel a great affinity for this terrific graduate program in @UTKCEHHS. Loved meeting up with our current students and alums. Go Vols!",,@UTKCEHHS,,1248006963926937600,https://twitter.com/DondePlowman/status/1248006963926937600
2020-04-08 17:18:27,DondePlowman,volshelpvols,1,4,40,"Enjoying the opportunity to Hike the Hill in Heels today virtually!",,,,1247936858073546759,https://twitter.com/DondePlowman/status/1247936858073546759
2020-04-08 14:06:38,DondePlowman,,0,0,8,"As we all face different challenges during this incredibly tough time, it is stories like this that show how our community is coming together in many different ways to persevere through. I look forward to one day meeting Dr. Jennings and his family in person on Rocky Top.",,,,1247888585778294785,https://twitter.com/DondePlowman/status/1247888585778294785
